farm_id,region,soil_type,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,recommended_irrigation_mm,sowing_date,harvest_date,crop_growth_days,NDVI_index
IND00535,Odisha,Alluvial,Sugarcane,21.6,7.7,35,126.5,56.7,27,18-04-2024,16-09-2024,151,0.49
IND00536,Odisha,Alluvial,Maize,44.9,7.3,18.2,186.2,85.7,14.6,25-06-2024,14-10-2024,111,0.82
IND00537,Tamil Nadu,Laterite,Groundnut,43.2,7.5,21.3,42.2,87.2,0.9,06-08-2024,21-11-2024,107,0.9
IND00538,Andhra Pradesh,Red,Groundnut,39.6,7.3,20.9,83.5,81.1,0,05-08-2024,13-12-2024,130,0.5
IND00539,Odisha,Alluvial,Wheat,29.9,6,29,295.1,41,20.6,20-08-2024,30-12-2024,132,0.38
IND00540,Andhra Pradesh,Red,Maize,41.7,7.7,30.2,68.9,89,6,16-07-2024,14-12-2024,151,0.74
IND00541,Punjab,Alluvial,Rice,34.7,6,26.3,277.3,86.9,8.8,19-10-2024,14-02-2025,118,0.78
IND00542,Gujarat,Black,Wheat,22,7.1,19.1,291.1,72.5,0,16-12-2024,30-03-2025,104,0.69
IND00543,Madhya Pradesh,Red,Maize,27.6,6.8,31,176,40.5,0,15-03-2024,13-07-2024,120,0.36
IND00544,Punjab,Alluvial,Sugarcane,19,7,36,168.4,60.2,24.6,12-12-2024,19-04-2025,128,0.39
IND00545,Maharashtra,Laterite,Groundnut,13.3,7,27.7,246.3,71.6,8.3,08-02-2024,27-05-2024,109,0.54
IND00546,Andhra Pradesh,Red,Pulses,21,6.1,19,243.5,45.4,7.8,07-11-2024,06-02-2025,91,0.39
IND00547,Karnataka,Red,Maize,27.5,6.6,31,196.5,52.7,7,19-05-2024,19-10-2024,153,0.47
IND00548,Uttar Pradesh,Alluvial,Pulses,30.9,6.5,19.1,230.6,62.5,0,05-08-2024,17-11-2024,104,0.36
IND00549,Maharashtra,Red,Millet,14.2,7,38.8,162.6,50.9,16.7,04-04-2024,09-09-2024,158,0.61
IND00550,Tamil Nadu,Red,Groundnut,21.9,6.3,24,222,69.4,2.5,10-11-2024,17-04-2025,158,0.83
IND00551,Andhra Pradesh,Black,Sugarcane,31,7.3,18.8,238.7,80.4,2.6,25-10-2024,07-02-2025,105,0.6
IND00552,Uttar Pradesh,Alluvial,Wheat,20.9,7,31,252.6,47.7,0,23-06-2024,18-09-2024,87,0.89
IND00553,Haryana,Alluvial,Pulses,30.8,7.2,21,86.8,85.3,14.2,04-06-2024,09-11-2024,158,0.6
IND00554,Punjab,Alluvial,Sugarcane,40,7,20.2,156.6,81.2,5.3,06-08-2024,08-11-2024,94,0.6
IND00555,Uttar Pradesh,Alluvial,Sugarcane,28.9,7.4,23.5,93.1,47.1,32.9,06-06-2024,18-09-2024,104,0.88
IND00556,Uttar Pradesh,Alluvial,Pulses,13.2,7.3,34.7,298.4,55,27.1,12-12-2024,12-04-2025,121,0.7
IND00557,Andhra Pradesh,Red,Groundnut,26.4,7.7,32,31.2,81.1,43.6,24-07-2024,07-12-2024,136,0.87
IND00558,Rajasthan,Desert,Millet,23.3,6.6,30.9,138.5,50.8,13,21-04-2024,17-07-2024,87,0.65
IND00559,Gujarat,Black,Wheat,34,7.1,31.2,37.3,47.8,33.4,15-04-2024,17-07-2024,93,0.68
IND00560,Andhra Pradesh,Black,Sugarcane,18.6,6.3,39,262.1,45.2,0,13-12-2024,15-04-2025,123,0.84
IND00561,Rajasthan,Desert,Millet,31.8,6.3,27.2,182.4,50,0,21-04-2024,19-09-2024,151,0.76
IND00562,Gujarat,Alluvial,Pulses,13.8,7.2,33.6,43,73.6,28.6,22-02-2024,29-06-2024,128,0.43
IND00563,Madhya Pradesh,Red,Pulses,19.6,6.2,27.6,37.6,60.6,11.2,05-10-2024,01-02-2025,119,0.56
IND00564,Punjab,Alluvial,Wheat,38.6,7.1,29.2,181.7,84.3,4.8,05-04-2024,04-08-2024,121,0.71
IND00565,Andhra Pradesh,Red,Maize,12.9,7,20.6,146.5,72,14.3,23-12-2024,24-04-2025,122,0.68
IND00566,Odisha,Laterite,Rice,17.9,6.4,29.5,296.7,79.9,28.8,20-02-2024,25-05-2024,95,0.38
IND00567,Gujarat,Alluvial,Sugarcane,44.2,6.9,33.1,88.5,85.3,21,11-07-2024,22-10-2024,103,0.88
IND00568,Maharashtra,Red,Maize,44.6,6.7,23.5,30.1,73.1,31.8,03-12-2024,28-04-2025,146,0.45
IND00569,Kerala,Laterite,Rice,15.2,6.1,18.7,296.1,69.5,20.5,21-03-2024,09-08-2024,141,0.74
IND00570,West Bengal,Alluvial,Maize,29.8,6.2,33.9,45.7,40.2,44,03-05-2024,12-08-2024,101,0.57
IND00571,Tamil Nadu,Black,Wheat,43.8,6.1,33.2,138.1,52.8,25,06-11-2024,08-04-2025,153,0.57
IND00572,Rajasthan,Alluvial,Pulses,23.3,7.1,19.5,204.7,62.9,0.5,19-12-2024,13-04-2025,115,0.48
IND00573,West Bengal,Alluvial,Rice,19.3,6.6,34.7,46.4,64.2,33.8,20-12-2024,20-03-2025,90,0.83
IND00574,Maharashtra,Red,Pulses,42,6.6,23,206.3,61.6,7.7,03-09-2024,03-01-2025,122,0.74
IND00575,Telangana,Red,Groundnut,34.2,6.9,37,32.5,78.9,23.1,04-09-2024,30-12-2024,117,0.89
IND00576,Tamil Nadu,Red,Groundnut,26.2,7.7,19.5,129.8,63.8,22.1,21-10-2024,03-03-2025,133,0.39
IND00577,Uttar Pradesh,Alluvial,Rice,40.5,7.5,18.9,266.1,86.9,0,14-03-2024,08-08-2024,147,0.51
IND00578,Odisha,Laterite,Groundnut,16.1,6.6,26.7,125.8,60.1,35,21-06-2024,20-11-2024,152,0.55
IND00579,Rajasthan,Desert,Millet,31.8,7.3,38.2,214.8,85,22.3,05-05-2024,04-10-2024,152,0.39
IND00580,Maharashtra,Laterite,Rice,23.5,6.4,23.9,199.8,67.4,0,19-06-2024,19-11-2024,153,0.68
IND00581,Gujarat,Alluvial,Wheat,38.6,6.9,21.1,254.2,63.1,0,18-01-2024,14-06-2024,148,0.45
IND00582,Madhya Pradesh,Red,Millet,28.6,6.9,35.9,87.4,54.5,7.7,05-12-2024,25-04-2025,141,0.87
IND00583,Uttar Pradesh,Alluvial,Pulses,44.2,6.3,20.5,193.4,70.1,0,02-07-2024,01-10-2024,91,0.78
IND00584,Andhra Pradesh,Red,Pulses,39.2,6.2,38.9,172.7,51.7,6.9,16-11-2024,10-02-2025,86,0.54
IND00585,West Bengal,Alluvial,Sugarcane,37.7,6.2,20.9,230.3,77.8,10.1,07-10-2024,21-01-2025,106,0.61
IND00586,Madhya Pradesh,Red,Millet,25.1,6.8,25.1,53.2,83.6,12,20-11-2024,22-04-2025,153,0.81
IND00587,Odisha,Laterite,Groundnut,13.6,6.4,21.3,182.7,69.5,34.7,20-08-2024,15-01-2025,148,0.58
IND00588,West Bengal,Alluvial,Pulses,27.6,7.3,20.1,58.8,88.9,13.9,13-05-2024,17-08-2024,96,0.42
IND00589,Haryana,Alluvial,Pulses,13.6,7.6,39.7,102.5,44.6,16.7,07-02-2024,13-05-2024,96,0.87
IND00590,Bihar,Alluvial,Maize,36.2,7.6,24.7,108.8,69.3,12.1,10-06-2024,04-09-2024,86,0.59
IND00591,Bihar,Alluvial,Wheat,33.1,7.2,27.6,256.9,65.6,2.4,02-09-2024,05-02-2025,156,0.68
IND00592,Karnataka,Black,Wheat,18.7,7.3,28.4,247.1,48.9,20.1,06-09-2024,10-12-2024,95,0.51
IND00593,Madhya Pradesh,Black,Sugarcane,22.3,6.9,36.4,80,78.3,33.7,09-07-2024,29-11-2024,143,0.57
IND00594,Rajasthan,Desert,Millet,12.8,6.1,24.8,29.8,47.3,46.7,21-07-2024,10-11-2024,112,0.59
IND00595,Madhya Pradesh,Red,Pulses,16.9,7.6,36.7,28.5,54.6,28.7,13-12-2024,13-05-2025,151,0.77
IND00596,Punjab,Alluvial,Pulses,32.4,6.4,38.1,143,77.6,4.9,04-01-2024,20-05-2024,137,0.4
IND00597,Rajasthan,Alluvial,Rice,29,6.4,32.3,277.3,40.7,11.1,03-12-2024,10-04-2025,128,0.6
IND00598,Gujarat,Black,Wheat,21.6,7.3,35.4,107.3,45.5,30.6,12-05-2024,27-08-2024,107,0.53
IND00599,Tamil Nadu,Red,Millet,14,6.4,37.2,249.3,59.8,18.7,10-01-2024,06-05-2024,117,0.5
IND00600,Telangana,Black,Wheat,16.1,6.5,38.2,32.1,87.9,47.1,18-09-2024,14-12-2024,87,0.57
IND00601,Maharashtra,Black,Cotton,24.8,6.8,39.8,97.3,66.4,34.2,04-02-2024,25-06-2024,142,0.39
IND00602,Madhya Pradesh,Black,Sugarcane,19.2,7.3,32.4,76.3,89.7,31.5,10-02-2024,13-07-2024,154,0.41
IND00603,Rajasthan,Alluvial,Pulses,20.9,6.1,28.2,154.2,43,13.2,08-09-2024,08-12-2024,91,0.67
IND00604,Odisha,Laterite,Groundnut,14.1,7.3,27.8,191.4,57.7,24.7,03-05-2024,08-08-2024,97,0.47
IND00605,Karnataka,Laterite,Groundnut,34.9,6.5,31.6,85,77.7,8.2,11-08-2024,21-11-2024,102,0.49
IND00606,Karnataka,Black,Cotton,37.3,7,19.3,28.5,69.7,4.2,13-04-2024,02-08-2024,111,0.53
IND00607,Haryana,Alluvial,Sugarcane,33.1,6.2,29.9,222.6,64.9,28.9,11-04-2024,12-08-2024,123,0.76
IND00608,Kerala,Laterite,Groundnut,42.6,7.1,20.2,216.4,79.9,22.6,15-07-2024,18-11-2024,126,0.35
IND00609,Gujarat,Alluvial,Rice,21.5,6.8,33.8,210.7,41.5,28.3,19-03-2024,18-06-2024,91,0.47
IND00610,Telangana,Black,Sugarcane,42.3,6.8,36.8,134.9,70.4,0.6,21-06-2024,21-09-2024,92,0.88
IND00611,Andhra Pradesh,Black,Cotton,28,6.9,29.3,90.5,62.4,26.8,07-09-2024,10-12-2024,94,0.61
IND00612,Telangana,Red,Maize,38.1,6.8,19.9,250,73.7,0,01-12-2024,20-04-2025,140,0.8
IND00613,Bihar,Alluvial,Maize,29.9,6.6,34.9,168,51.6,0,23-05-2024,01-10-2024,131,0.85
IND00614,Madhya Pradesh,Black,Sugarcane,34.5,7.3,32.7,20.1,41.7,16.6,07-10-2024,25-02-2025,141,0.5
IND00615,Uttar Pradesh,Alluvial,Rice,23.1,6.2,36.5,144,82.8,7.9,02-07-2024,23-10-2024,113,0.63
IND00616,Haryana,Alluvial,Maize,32.1,6.9,21.2,196.1,61.6,0,02-05-2024,08-10-2024,159,0.9
IND00617,Gujarat,Black,Cotton,30.8,6.3,27.5,214.7,53,17.5,18-01-2024,01-06-2024,135,0.85
IND00618,Punjab,Alluvial,Pulses,25.4,6.5,24.3,94.7,83.5,6,02-08-2024,12-11-2024,102,0.48
IND00619,Uttar Pradesh,Alluvial,Wheat,38.9,6.9,26.5,101.9,66.9,11.4,24-03-2024,18-07-2024,116,0.36
IND00620,Rajasthan,Desert,Millet,20.3,6.7,25.5,239.1,76.7,18.5,15-11-2024,08-02-2025,85,0.75
IND00621,Andhra Pradesh,Black,Cotton,18.7,7.5,38,56.8,62.3,23.6,17-06-2024,14-10-2024,119,0.42
IND00622,Andhra Pradesh,Black,Sugarcane,19.3,7.6,18.7,62.6,84.2,27.8,11-02-2024,13-06-2024,123,0.36
IND00623,Telangana,Black,Wheat,15.1,7.5,19.3,225.6,75.3,3.2,12-01-2024,04-06-2024,144,0.53
IND00624,Punjab,Alluvial,Rice,35.2,6.1,36.4,79.5,52,15.8,24-01-2024,17-05-2024,114,0.58
IND00625,Odisha,Laterite,Rice,44.7,6.7,28.6,216.7,68.1,8.1,11-07-2024,16-11-2024,128,0.6
IND00626,Kerala,Laterite,Rice,42.8,7.3,23.9,77.8,45.7,0,03-11-2024,03-04-2025,151,0.43
IND00627,Kerala,Laterite,Groundnut,12.2,6,39.6,21.9,75.3,52.9,04-03-2024,19-06-2024,107,0.72
IND00628,Kerala,Laterite,Groundnut,19.1,7.2,22.2,230.5,77.3,33.7,19-12-2024,24-04-2025,126,0.5
IND00629,Madhya Pradesh,Black,Sugarcane,33.2,6.9,31.8,293.6,73.2,19.4,13-04-2024,22-08-2024,131,0.4
IND00630,Madhya Pradesh,Red,Pulses,25.9,6.8,20.4,91.4,55.7,37.9,17-04-2024,21-09-2024,157,0.68
IND00631,Telangana,Red,Maize,14.8,6.3,22.4,35.5,74.7,19.2,09-01-2024,11-05-2024,123,0.38
IND00632,Punjab,Alluvial,Wheat,42.1,6.1,32.8,76,67.2,0.7,09-06-2024,02-10-2024,115,0.69
IND00633,Haryana,Alluvial,Wheat,30.2,7.8,25.5,36.3,58.6,20,25-11-2024,03-03-2025,98,0.83
IND00634,Telangana,Black,Cotton,20.7,7.5,34.1,148.1,55.5,14.8,20-11-2024,25-02-2025,97,0.67
IND00635,Punjab,Alluvial,Wheat,29.1,6,27.5,46.3,54.3,7.6,19-01-2024,24-05-2024,126,0.44
IND00636,Uttar Pradesh,Alluvial,Pulses,42.9,7.4,22,228.9,60,19.1,14-08-2024,04-01-2025,143,0.87
IND00637,West Bengal,Alluvial,Pulses,13.2,7,31.2,89.7,47.6,20.3,18-11-2024,16-02-2025,90,0.58
IND00638,West Bengal,Alluvial,Rice,37.9,7,23.2,138.9,73.7,23.4,15-09-2024,08-01-2025,115,0.43
IND00639,Madhya Pradesh,Black,Sugarcane,27.1,6.4,27.7,207.2,53.9,0,09-10-2024,06-03-2025,148,0.4
IND00640,Rajasthan,Alluvial,Maize,20.2,7.2,39.9,192,62.4,26.2,12-09-2024,12-01-2025,122,0.36
IND00641,Rajasthan,Alluvial,Sugarcane,39.3,7.7,25.5,298,74.1,0,01-09-2024,03-01-2025,124,0.51
IND00642,Telangana,Black,Sugarcane,14.1,7.1,37.5,91.6,64.5,40,25-07-2024,20-12-2024,148,0.8
IND00643,West Bengal,Laterite,Groundnut,39.6,7.6,37.1,170.7,79.7,24.7,06-09-2024,14-01-2025,130,0.45
IND00644,Kerala,Laterite,Groundnut,38.5,7.2,18.6,241.9,78,20.2,15-10-2024,09-02-2025,117,0.37
IND00645,Odisha,Alluvial,Sugarcane,19.6,6.8,27.2,184.3,86.8,10.5,15-11-2024,20-03-2025,125,0.49
IND00646,Punjab,Alluvial,Pulses,39.4,6.5,38.4,235.4,71.8,0.7,18-06-2024,28-10-2024,132,0.72
IND00647,Odisha,Laterite,Rice,36.6,6.1,30.8,211.6,69.5,0,15-06-2024,17-11-2024,155,0.54
IND00648,Rajasthan,Alluvial,Sugarcane,44.1,6.2,22.8,251.7,40.2,0,03-12-2024,11-03-2025,98,0.42
IND00649,Punjab,Alluvial,Sugarcane,36.4,6.9,38.7,205.6,71.7,23.6,23-12-2024,23-04-2025,121,0.83
IND00650,Odisha,Laterite,Rice,44,6.6,37.6,39.8,44.7,14.3,05-03-2024,12-06-2024,99,0.55
IND00651,Maharashtra,Black,Wheat,33.9,6.7,18.9,110.3,50.2,24.9,25-07-2024,15-11-2024,113,0.38
IND00652,Karnataka,Laterite,Groundnut,18.7,6.6,20.8,29.9,80,17.5,05-02-2024,07-05-2024,92,0.41
IND00653,Gujarat,Black,Wheat,14.3,7.3,27.5,137.3,65.2,27.9,20-09-2024,27-01-2025,129,0.44
IND00654,Punjab,Alluvial,Pulses,41.2,7.2,35.4,141,49,0,14-02-2024,11-06-2024,118,0.44
IND00655,Telangana,Red,Pulses,28.6,7,36.1,261.1,70.1,26.7,10-10-2024,19-02-2025,132,0.44
IND00656,Telangana,Red,Pulses,17.7,6.1,33.9,215.8,48.7,22.6,22-08-2024,19-12-2024,119,0.41
IND00657,Karnataka,Black,Wheat,39.4,7.4,18.4,211.7,89.5,0,18-12-2024,05-05-2025,138,0.9
IND00658,Maharashtra,Red,Groundnut,40.2,6.7,18.9,28.5,42.2,2.4,19-08-2024,22-12-2024,125,0.48
IND00659,West Bengal,Laterite,Groundnut,12.1,6.8,20.7,56.4,40.1,38.3,25-04-2024,29-09-2024,157,0.81
IND00660,Uttar Pradesh,Alluvial,Pulses,20.8,7.1,24.9,265.4,74.5,0,11-03-2024,11-07-2024,122,0.39
IND00661,Karnataka,Black,Sugarcane,12.6,7.1,26.6,208.9,84,26.7,20-09-2024,25-12-2024,96,0.37
IND00662,Telangana,Black,Wheat,23.8,6.5,34.6,289.5,58.5,12.5,18-02-2024,15-05-2024,87,0.51
IND00663,Telangana,Red,Pulses,33.2,7,22,88.8,49.1,5.1,19-02-2024,01-07-2024,133,0.87
IND00664,Kerala,Laterite,Rice,24.8,6.9,25.1,156.8,85.4,21.6,06-04-2024,31-07-2024,116,0.62
IND00665,Telangana,Red,Millet,44.1,7.3,19.8,147.5,50.4,9.1,16-11-2024,13-03-2025,117,0.89
IND00666,Rajasthan,Alluvial,Pulses,25.6,7.7,20,103.5,63.2,26,06-09-2024,01-02-2025,148,0.79
IND00667,Uttar Pradesh,Alluvial,Pulses,26.9,6.8,39.2,107.6,70.5,25.8,06-07-2024,05-10-2024,91,0.78
IND00668,Gujarat,Alluvial,Rice,31.5,6.1,24.9,85.2,77.7,27.5,08-10-2024,08-02-2025,123,0.54
IND00669,Haryana,Alluvial,Wheat,27.2,6.8,38.3,101.3,48.9,28.4,17-07-2024,11-10-2024,86,0.69
IND00670,Maharashtra,Laterite,Groundnut,23.3,7.5,20.1,200.2,61.4,32.7,18-08-2024,15-11-2024,89,0.7
IND00671,Punjab,Alluvial,Sugarcane,38.3,7.7,19.5,48.2,59.3,9.4,12-02-2024,11-06-2024,120,0.76
IND00672,Odisha,Laterite,Groundnut,35.6,7.3,34.3,187.1,60.1,14.7,04-03-2024,10-08-2024,159,0.56
IND00673,Andhra Pradesh,Red,Maize,37.1,6.8,22.6,145.5,55.2,26.9,19-04-2024,02-09-2024,136,0.41
IND00674,Maharashtra,Red,Pulses,36.5,6.6,38,151.1,62.4,0,03-06-2024,24-10-2024,143,0.73
IND00675,Telangana,Red,Pulses,18.2,7.7,28.8,251.6,82.4,6.3,24-08-2024,27-11-2024,95,0.77
IND00676,Madhya Pradesh,Black,Cotton,36.4,7.6,29,62.8,74.3,38.8,04-09-2024,08-01-2025,126,0.8
IND00677,Gujarat,Black,Wheat,34.9,6.5,20.8,66.5,45.5,34.5,11-06-2024,10-10-2024,121,0.41
IND00678,Madhya Pradesh,Black,Cotton,15.2,6.8,30.8,276.9,83.5,16.4,14-01-2024,14-06-2024,152,0.55
IND00679,Madhya Pradesh,Black,Wheat,23,6.3,27.9,212.1,55.1,30,09-07-2024,16-10-2024,99,0.84
IND00680,Karnataka,Laterite,Groundnut,22.8,6.6,18.2,159.1,48,21.5,19-11-2024,12-04-2025,144,0.52
IND00681,Bihar,Alluvial,Pulses,27.4,6.6,24.7,84.3,64.6,20.6,03-03-2024,05-06-2024,94,0.63
IND00682,Andhra Pradesh,Red,Pulses,34.6,6.5,26.9,74,66.5,23.8,11-07-2024,20-11-2024,132,0.46
IND00683,Gujarat,Alluvial,Rice,36.7,7.2,31.9,264.3,64.1,0,02-07-2024,01-12-2024,152,0.66
IND00684,Telangana,Black,Cotton,43.1,7.1,27.6,276,56.5,1.9,23-11-2024,22-03-2025,119,0.42
IND00685,Tamil Nadu,Laterite,Groundnut,20.5,7,24.2,186.3,72.6,9.1,05-03-2024,11-07-2024,128,0.65
IND00686,Karnataka,Laterite,Groundnut,26.4,6.6,18.6,30.4,62.1,16.2,06-05-2024,16-08-2024,102,0.8
IND00687,Maharashtra,Laterite,Rice,24.3,6.9,27.3,118.8,64,9.7,20-06-2024,11-11-2024,144,0.75
IND00688,Andhra Pradesh,Black,Sugarcane,41,6.3,28.5,141.8,45.3,3.1,07-06-2024,03-09-2024,88,0.74
IND00689,Tamil Nadu,Black,Cotton,38.5,7.5,18.7,296.1,53.1,0,15-07-2024,16-12-2024,154,0.9
IND00690,Bihar,Alluvial,Rice,38.5,6.9,37.6,35.1,78.8,36.9,14-04-2024,01-08-2024,109,0.8
IND00691,Karnataka,Red,Pulses,39.6,7.3,31.9,297.2,71.3,16.1,21-05-2024,23-10-2024,155,0.44
IND00692,Andhra Pradesh,Black,Wheat,17.7,7.6,26.5,296.7,70.8,5,09-04-2024,16-09-2024,160,0.64
IND00693,West Bengal,Laterite,Rice,14.9,7.2,36.7,31.2,74.3,13.9,07-06-2024,13-09-2024,98,0.89
IND00694,Gujarat,Black,Sugarcane,41.2,7.4,24.4,235.3,68.4,7.6,20-12-2024,23-05-2025,154,0.57
IND00695,Punjab,Alluvial,Maize,35,6.8,21,160,63.7,21.5,03-12-2024,02-05-2025,150,0.44
IND00696,Tamil Nadu,Red,Millet,28.2,6.4,36.8,192,49.3,1.3,11-11-2024,16-04-2025,156,0.74
IND00697,Uttar Pradesh,Alluvial,Rice,41.3,6.8,29.6,39,63.7,16.4,01-03-2024,23-06-2024,114,0.68
IND00698,Bihar,Alluvial,Rice,16.5,7.5,33.6,37.2,45,24.5,05-02-2024,18-06-2024,134,0.36
IND00699,Kerala,Laterite,Groundnut,43.7,6.7,34.5,47.3,42,15.7,05-12-2024,08-05-2025,154,0.42
IND00700,West Bengal,Alluvial,Maize,42.2,7.1,19.9,142.2,70.8,0.8,01-09-2024,24-01-2025,145,0.77
IND00701,Telangana,Black,Cotton,25,7.1,31.5,224.8,83.4,15.1,09-08-2024,11-01-2025,155,0.63
IND00702,Telangana,Red,Millet,23.3,7.5,32.7,39.9,69.8,15.2,15-02-2024,24-05-2024,99,0.64
IND00703,Haryana,Alluvial,Maize,28.3,6.3,18.8,268.2,65.8,5.4,15-12-2024,02-05-2025,138,0.48
IND00704,West Bengal,Laterite,Groundnut,14.4,6.9,37.3,141.6,74.7,37.7,18-07-2024,29-10-2024,103,0.62
IND00705,West Bengal,Laterite,Rice,16.7,7.6,29.3,64.3,72.2,40.5,19-09-2024,30-01-2025,133,0.85
IND00706,Kerala,Laterite,Rice,35,6.4,36.1,45,68.1,8.2,16-03-2024,22-07-2024,128,0.74
IND00707,Bihar,Alluvial,Pulses,35.5,7.6,37.5,76.4,65.5,17.7,15-04-2024,01-09-2024,139,0.65
IND00708,Telangana,Red,Millet,34.1,7.4,30.9,152.3,79.2,17.5,11-09-2024,19-01-2025,130,0.7
IND00709,Uttar Pradesh,Alluvial,Sugarcane,41.3,6.6,39.3,63.3,78.3,2,02-03-2024,26-05-2024,85,0.89
IND00710,Maharashtra,Red,Pulses,34.1,6.8,35.4,143.4,46,5,24-06-2024,22-11-2024,151,0.42
IND00711,Andhra Pradesh,Black,Cotton,24.4,6.7,31.3,249.2,60,17.3,14-11-2024,15-02-2025,93,0.77
IND00712,Karnataka,Red,Pulses,35.7,7.3,27.8,106.7,63.5,27.7,08-08-2024,16-12-2024,130,0.71
IND00713,Telangana,Black,Cotton,31,6.6,35.5,214.6,77.1,12.3,23-03-2024,20-06-2024,89,0.45
IND00714,Telangana,Black,Wheat,26.8,7,39.2,115.7,41.4,13.9,11-06-2024,08-09-2024,89,0.45
IND00715,Bihar,Alluvial,Wheat,27.4,7.4,27.9,122.1,66.2,2.5,06-01-2024,09-06-2024,155,0.84
IND00716,Maharashtra,Red,Groundnut,24.5,6.3,26.6,117.5,53.5,28.5,24-08-2024,06-12-2024,104,0.78
IND00717,Punjab,Alluvial,Pulses,27,6.2,35.6,121.5,47.6,34.1,19-08-2024,22-11-2024,95,0.7
IND00718,Karnataka,Laterite,Rice,35.5,6.1,30,242,88.7,2.5,22-05-2024,26-10-2024,157,0.53
IND00719,Haryana,Alluvial,Pulses,27.8,7,31.4,281.9,50.7,23.1,19-11-2024,28-02-2025,101,0.74
IND00720,Telangana,Red,Groundnut,34,6.5,40,36.8,72.3,22.9,24-07-2024,19-11-2024,118,0.39
IND00721,West Bengal,Laterite,Rice,25.8,6.6,24.2,132.2,62.6,17.6,20-07-2024,07-12-2024,140,0.43
IND00722,Punjab,Alluvial,Sugarcane,27.5,7.7,40,243.8,87.2,22.7,11-11-2024,24-03-2025,133,0.73
IND00723,Karnataka,Laterite,Groundnut,26,6.6,32.8,163.4,76,32.5,17-10-2024,24-03-2025,158,0.6
IND00724,Punjab,Alluvial,Maize,44.5,6.9,34.5,194.8,58.4,24.4,15-07-2024,19-10-2024,96,0.75
IND00725,Kerala,Laterite,Groundnut,32.4,6.2,19.7,193.1,65.2,14.5,11-06-2024,22-10-2024,133,0.39
IND00726,Bihar,Alluvial,Maize,12.9,6.1,18.4,156.8,69.7,30.2,24-07-2024,03-11-2024,102,0.87
IND00727,Punjab,Alluvial,Maize,22.3,6.4,26.6,27,78.3,27.5,01-05-2024,01-08-2024,92,0.48
IND00728,Madhya Pradesh,Red,Pulses,16.3,7.7,28.8,135.9,47.8,37.9,03-06-2024,15-10-2024,134,0.8
IND00729,Bihar,Alluvial,Pulses,19.7,6.2,35.7,197.1,69.9,26.7,06-07-2024,21-10-2024,107,0.56
IND00730,Bihar,Alluvial,Rice,23.6,6.1,32.2,265.6,52.1,28.2,07-05-2024,09-08-2024,94,0.8
IND00731,Haryana,Alluvial,Rice,13.2,7,25.7,283.7,49.6,1.6,24-01-2024,18-04-2024,85,0.6
IND00732,Karnataka,Black,Sugarcane,43.1,7.2,24.7,33.7,40.6,39.7,18-09-2024,07-01-2025,111,0.47
IND00733,Kerala,Laterite,Groundnut,27.9,7.1,37.1,271.7,44,8.6,02-10-2024,26-12-2024,85,0.58
IND00734,Haryana,Alluvial,Wheat,26.8,6.9,21.9,252.9,63.7,4.7,13-07-2024,09-11-2024,119,0.77
IND00735,Bihar,Alluvial,Sugarcane,15.2,6.4,38.8,266.8,66.1,25.3,14-10-2024,15-03-2025,152,0.73
IND00736,Tamil Nadu,Red,Groundnut,21,6,34.4,37,88,45.4,07-03-2024,03-07-2024,118,0.79
IND00737,Odisha,Laterite,Rice,19.6,6.7,26,139.1,70.1,34,21-11-2024,22-03-2025,121,0.79
IND00738,Andhra Pradesh,Black,Sugarcane,18.1,7.8,36.9,140.4,89.9,15.4,25-07-2024,07-11-2024,105,0.39
IND00739,Haryana,Alluvial,Rice,23.8,6.1,37.5,194,69.3,33.6,07-03-2024,24-07-2024,139,0.36
IND00740,Tamil Nadu,Red,Groundnut,20.8,6.2,31.8,291.3,49,24.8,19-07-2024,29-11-2024,133,0.5
IND00741,Telangana,Black,Cotton,33.4,7.1,33.6,258.3,89,18.2,08-11-2024,19-03-2025,131,0.53
IND00742,Rajasthan,Desert,Millet,20.3,6.6,27.3,218.2,60.9,17.2,17-03-2024,09-07-2024,114,0.81
IND00743,West Bengal,Alluvial,Maize,30,7.3,18,209,41.2,15.4,01-08-2024,26-11-2024,117,0.66
IND00744,Madhya Pradesh,Red,Millet,34.8,7.4,23.7,62.4,50.9,22.2,21-01-2024,07-06-2024,138,0.9
IND00745,Madhya Pradesh,Red,Groundnut,37.5,6.7,20.6,227.2,49.7,0,07-04-2024,16-08-2024,131,0.55
IND00746,Punjab,Alluvial,Maize,42.4,6.9,27.3,132.5,80.5,4.8,17-04-2024,17-07-2024,91,0.57
IND00747,Haryana,Alluvial,Pulses,15.4,6.9,27.7,138.3,48.5,26.2,20-01-2024,22-06-2024,154,0.4
IND00748,Andhra Pradesh,Red,Maize,24.2,6.2,23.3,51.3,52.3,34,14-08-2024,09-12-2024,117,0.47
IND00749,Uttar Pradesh,Alluvial,Sugarcane,17.5,6.5,29.6,127.7,67.7,9.7,24-06-2024,27-10-2024,125,0.71
IND00750,Bihar,Alluvial,Pulses,21.5,6.7,22.6,156.4,56.5,2.2,15-06-2024,04-10-2024,111,0.54
IND00751,Haryana,Alluvial,Maize,27.8,6.5,32.2,144.4,44.2,28.3,16-09-2024,16-01-2025,122,0.73
